=== PREPOST+ - FREQUENT PATTERN MINING ===
File dữ liệu: inputITtree.txt
Minsup tuyệt đối: 0 (dựa trên 12 giao dịch)
Minsup tương đối: 0.0%
Thời gian bắt đầu: Thu May 29 23:12:56 ICT 2025

========== TẤT CẢ CÁC ITEMSET THƯỜNG XUYÊN VỚI MINSUP >= 0 ==========
[1]                            support: 7
[13 10 9 7]                    support: 0
[13 10 11 9 7]                 support: 0
[13 10 3 9 7]                  support: 0
[13 10 11 3 9 7]               support: 0
[13 10 2 9 7]                  support: 0
[13 10 11 2 9 7]               support: 0
[13 10 3 2 9 7]                support: 0
[13 10 11 3 2 9 7]             support: 0
[13 10 8 7]                    support: 0
[13 10 11 8 7]                 support: 0
[13 10 3 8 7]                  support: 0
[13 10 11 3 8 7]               support: 0
[13 10 2 8 7]                  support: 0
[13 10 11 2 8 7]               support: 0
[13 10 3 2 8 7]                support: 0
[13 10 11 3 2 8 7]             support: 0
[13 10 9 8 7]                  support: 0
[13 10 11 9 8 7]               support: 0
[13 10 3 9 8 7]                support: 0
[13 10 11 3 9 8 7]             support: 0
[13 10 2 9 8 7]                support: 0
[13 10 11 2 9 8 7]             support: 0
[13 10 3 2 9 8 7]              support: 0
[13 10 11 3 2 9 8 7]           support: 0
[13 10 5]                      support: 0
[13 10 11 5]                   support: 0
[13 10 3 5]                    support: 0
[13 10 11 3 5]                 support: 0
[13 10 2 5]                    support: 0
[13 10 11 2 5]                 support: 0
[13 10 3 2 5]                  support: 0
[13 10 11 3 2 5]               support: 0
[13 10 9 5]                    support: 0
[13 10 11 9 5]                 support: 0
[13 10 3 9 5]                  support: 0
[13 10 11 3 9 5]               support: 0
[13 10 2 9 5]                  support: 0
[13 10 11 2 9 5]               support: 0
[13 10 3 2 9 5]                support: 0
[13 10 11 3 2 9 5]             support: 0
[13 10 8 5]                    support: 0
[13 10 11 8 5]                 support: 0
[13 10 3 8 5]                  support: 0
[13 10 11 3 8 5]               support: 0
[13 10 2 8 5]                  support: 0
[13 10 11 2 8 5]               support: 0
[13 10 3 2 8 5]                support: 0
[13 10 11 3 2 8 5]             support: 0
[13 10 9 8 5]                  support: 0
[13 10 11 9 8 5]               support: 0
[13 10 3 9 8 5]                support: 0
[13 10 11 3 9 8 5]             support: 0
[13 10 2 9 8 5]                support: 0
[13 10 11 2 9 8 5]             support: 0
[13 10 3 2 9 8 5]              support: 0
[13 10 11 3 2 9 8 5]           support: 0
[13 10 7 5]                    support: 0
[13 10 11 7 5]                 support: 0
[13 10 3 7 5]                  support: 0
[13 10 11 3 7 5]               support: 0
[13 10 2 7 5]                  support: 0
[13 10 11 2 7 5]               support: 0
[13 10 3 2 7 5]                support: 0
[13 10 11 3 2 7 5]             support: 0
[13 10 9 7 5]                  support: 0
[13 10 11 9 7 5]               support: 0
[13 10 3 9 7 5]                support: 0
[13 10 11 3 9 7 5]             support: 0
[13 10 2 9 7 5]                support: 0
[13 10 11 2 9 7 5]             support: 0
[13 10 3 2 9 7 5]              support: 0
[13 10 11 3 2 9 7 5]           support: 0
[13 10 8 7 5]                  support: 0
[13 10 11 8 7 5]               support: 0
[13 10 3 8 7 5]                support: 0
[13 10 11 3 8 7 5]             support: 0
[13 10 2 8 7 5]                support: 0
[13 10 11 2 8 7 5]             support: 0
[13 10 3 2 8 7 5]              support: 0
[13 10 11 3 2 8 7 5]           support: 0
[13 10 9 8 7 5]                support: 0
[13 10 11 9 8 7 5]             support: 0
[13 10 3 9 8 7 5]              support: 0
[13 10 11 3 9 8 7 5]           support: 0
[13 10 2 9 8 7 5]              support: 0
[13 10 11 2 9 8 7 5]           support: 0
[13 10 3 2 9 8 7 5]            support: 0
[13 10 11 3 2 9 8 7 5]         support: 0
[13 10 6]                      support: 0
[13 10 11 6]                   support: 0
[13 10 3 6]                    support: 0
[13 10 11 3 6]                 support: 0
[13 10 2 6]                    support: 0
[13 10 11 2 6]                 support: 0
[13 10 3 2 6]                  support: 0
[13 10 11 3 2 6]               support: 0
[13 10 9 6]                    support: 0
[13 10 11 9 6]                 support: 0
[13 10 3 9 6]                  support: 0
[13 10 11 3 9 6]               support: 0
[13 10 2 9 6]                  support: 0
[13 10 11 2 9 6]               support: 0
[13 10 3 2 9 6]                support: 0
[13 10 11 3 2 9 6]             support: 0
[13 10 8 6]                    support: 0
[13 10 11 8 6]                 support: 0
[13 10 3 8 6]                  support: 0
[13 10 11 3 8 6]               support: 0
[13 10 2 8 6]                  support: 0
[13 10 11 2 8 6]               support: 0
[13 10 3 2 8 6]                support: 0
[13 10 11 3 2 8 6]             support: 0
[13 10 9 8 6]                  support: 0
[13 10 11 9 8 6]               support: 0
[13 10 3 9 8 6]                support: 0
[13 10 11 3 9 8 6]             support: 0
[13 10 2 9 8 6]                support: 0
[13 10 11 2 9 8 6]             support: 0
[13 10 3 2 9 8 6]              support: 0
[13 10 11 3 2 9 8 6]           support: 0
[13 10 7 6]                    support: 0
[13 10 11 7 6]                 support: 0
[13 10 3 7 6]                  support: 0
[13 10 11 3 7 6]               support: 0
[13 10 2 7 6]                  support: 0
[13 10 11 2 7 6]               support: 0
[13 10 3 2 7 6]                support: 0
[13 10 11 3 2 7 6]             support: 0
[13 10 9 7 6]                  support: 0
[13 10 11 9 7 6]               support: 0
[13 10 3 9 7 6]                support: 0
[13 10 11 3 9 7 6]             support: 0
[13 10 2 9 7 6]                support: 0
[13 10 11 2 9 7 6]             support: 0
[13 10 3 2 9 7 6]              support: 0
[13 10 11 3 2 9 7 6]           support: 0
[13 10 8 7 6]                  support: 0
[13 10 11 8 7 6]               support: 0
[13 10 3 8 7 6]                support: 0
[13 10 11 3 8 7 6]             support: 0
[13 10 2 8 7 6]                support: 0
[13 10 11 2 8 7 6]             support: 0
[13 10 3 2 8 7 6]              support: 0
[13 10 11 3 2 8 7 6]           support: 0
[13 10 9 8 7 6]                support: 0
[13 10 11 9 8 7 6]             support: 0
[13 10 3 9 8 7 6]              support: 0
[13 10 11 3 9 8 7 6]           support: 0
[13 10 2 9 8 7 6]              support: 0
[13 10 11 2 9 8 7 6]           support: 0
[13 10 3 2 9 8 7 6]            support: 0
[13 10 11 3 2 9 8 7 6]         support: 0
[13 10 5 6]                    support: 0
[13 10 11 5 6]                 support: 0
[13 10 3 5 6]                  support: 0
[13 10 11 3 5 6]               support: 0
[13 10 2 5 6]                  support: 0
[13 10 11 2 5 6]               support: 0
[13 10 3 2 5 6]                support: 0
[13 10 11 3 2 5 6]             support: 0
[13 10 9 5 6]                  support: 0
[13 10 11 9 5 6]               support: 0
[13 10 3 9 5 6]                support: 0
[13 10 11 3 9 5 6]             support: 0
[13 10 2 9 5 6]                support: 0
[13 10 11 2 9 5 6]             support: 0
[13 10 3 2 9 5 6]              support: 0
[13 10 11 3 2 9 5 6]           support: 0
[13 10 8 5 6]                  support: 0
[13 10 11 8 5 6]               support: 0
[13 10 3 8 5 6]                support: 0
[13 10 11 3 8 5 6]             support: 0
[13 10 2 8 5 6]                support: 0
[13 10 11 2 8 5 6]             support: 0
[13 10 3 2 8 5 6]              support: 0
[13 10 11 3 2 8 5 6]           support: 0
[13 10 9 8 5 6]                support: 0
[13 10 11 9 8 5 6]             support: 0
[13 10 3 9 8 5 6]              support: 0
[13 10 11 3 9 8 5 6]           support: 0
[13 10 2 9 8 5 6]              support: 0
[13 10 11 2 9 8 5 6]           support: 0
[13 10 3 2 9 8 5 6]            support: 0
[13 10 11 3 2 9 8 5 6]         support: 0
[13 10 7 5 6]                  support: 0
[13 10 11 7 5 6]               support: 0
[13 10 3 7 5 6]                support: 0
[13 10 11 3 7 5 6]             support: 0
[13 10 2 7 5 6]                support: 0
[13 10 11 2 7 5 6]             support: 0
[13 10 3 2 7 5 6]              support: 0
[13 10 11 3 2 7 5 6]           support: 0
[13 10 9 7 5 6]                support: 0
[13 10 11 9 7 5 6]             support: 0
[13 10 3 9 7 5 6]              support: 0
[13 10 11 3 9 7 5 6]           support: 0
[13 10 2 9 7 5 6]              support: 0
[13 10 11 2 9 7 5 6]           support: 0
[13 10 3 2 9 7 5 6]            support: 0
[13 10 11 3 2 9 7 5 6]         support: 0
[13 10 8 7 5 6]                support: 0
[13 10 11 8 7 5 6]             support: 0
[13 10 3 8 7 5 6]              support: 0
[13 10 11 3 8 7 5 6]           support: 0
[13 10 2 8 7 5 6]              support: 0
[13 10 11 2 8 7 5 6]           support: 0
[13 10 3 2 8 7 5 6]            support: 0
[13 10 11 3 2 8 7 5 6]         support: 0
[13 10 9 8 7 5 6]              support: 0
[13 10 11 9 8 7 5 6]           support: 0
[13 10 3 9 8 7 5 6]            support: 0
[13 10 11 3 9 8 7 5 6]         support: 0
[13 10 2 9 8 7 5 6]            support: 0
[13 10 11 2 9 8 7 5 6]         support: 0
[13 10 3 2 9 8 7 5 6]          support: 0
[13 10 11 3 2 9 8 7 5 6]       support: 0
[13 10 4]                      support: 0
[13 10 11 4]                   support: 0
[13 10 3 4]                    support: 0
[13 10 11 3 4]                 support: 0
[13 10 2 4]                    support: 0
[13 10 11 2 4]                 support: 0
[13 10 3 2 4]                  support: 0
[13 10 11 3 2 4]               support: 0
[13 10 9 4]                    support: 0
[13 10 11 9 4]                 support: 0
[13 10 3 9 4]                  support: 0
[13 10 11 3 9 4]               support: 0
[13 10 2 9 4]                  support: 0
[13 10 11 2 9 4]               support: 0
[13 10 3 2 9 4]                support: 0
[13 10 11 3 2 9 4]             support: 0
[13 10 8 4]                    support: 0
[13 10 11 8 4]                 support: 0
[13 10 3 8 4]                  support: 0
[13 10 11 3 8 4]               support: 0
[13 10 2 8 4]                  support: 0
[13 10 11 2 8 4]               support: 0
[13 10 3 2 8 4]                support: 0
[13 10 11 3 2 8 4]             support: 0
[13 10 9 8 4]                  support: 0
[13 10 11 9 8 4]               support: 0
[13 10 3 9 8 4]                support: 0
[13 10 11 3 9 8 4]             support: 0
[13 10 2 9 8 4]                support: 0
[13 10 11 2 9 8 4]             support: 0
[13 10 3 2 9 8 4]              support: 0
[13 10 11 3 2 9 8 4]           support: 0
[13 10 7 4]                    support: 0
[13 10 11 7 4]                 support: 0
[13 10 3 7 4]                  support: 0
[13 10 11 3 7 4]               support: 0
[13 10 2 7 4]                  support: 0
[13 10 11 2 7 4]               support: 0
[13 10 3 2 7 4]                support: 0
[13 10 11 3 2 7 4]             support: 0
[13 10 9 7 4]                  support: 0
[13 10 11 9 7 4]               support: 0
[13 10 3 9 7 4]                support: 0
[13 10 11 3 9 7 4]             support: 0
[13 10 2 9 7 4]                support: 0
[13 10 11 2 9 7 4]             support: 0
[13 10 3 2 9 7 4]              support: 0
[13 10 11 3 2 9 7 4]           support: 0
[13 10 8 7 4]                  support: 0
[13 10 11 8 7 4]               support: 0
[13 10 3 8 7 4]                support: 0
[13 10 11 3 8 7 4]             support: 0
[13 10 2 8 7 4]                support: 0
[13 10 11 2 8 7 4]             support: 0
[13 10 3 2 8 7 4]              support: 0
[13 10 11 3 2 8 7 4]           support: 0
[13 10 9 8 7 4]                support: 0
[13 10 11 9 8 7 4]             support: 0
[13 10 3 9 8 7 4]              support: 0
[13 10 11 3 9 8 7 4]           support: 0
[13 10 2 9 8 7 4]              support: 0
[13 10 11 2 9 8 7 4]           support: 0
[13 10 3 2 9 8 7 4]            support: 0
[13 10 11 3 2 9 8 7 4]         support: 0
[13 10 5 4]                    support: 0
[13 10 11 5 4]                 support: 0
[13 10 3 5 4]                  support: 0
[13 10 11 3 5 4]               support: 0
[13 10 2 5 4]                  support: 0
[13 10 11 2 5 4]               support: 0
[13 10 3 2 5 4]                support: 0
[13 10 11 3 2 5 4]             support: 0
[13 10 9 5 4]                  support: 0
[13 10 11 9 5 4]               support: 0
[13 10 3 9 5 4]                support: 0
[13 10 11 3 9 5 4]             support: 0
[13 10 2 9 5 4]                support: 0
[13 10 11 2 9 5 4]             support: 0
[13 10 3 2 9 5 4]              support: 0
[13 10 11 3 2 9 5 4]           support: 0
[13 10 8 5 4]                  support: 0
[13 10 11 8 5 4]               support: 0
[13 10 3 8 5 4]                support: 0
[13 10 11 3 8 5 4]             support: 0
[13 10 2 8 5 4]                support: 0
[13 10 11 2 8 5 4]             support: 0
[13 10 3 2 8 5 4]              support: 0
[13 10 11 3 2 8 5 4]           support: 0
[13 10 9 8 5 4]                support: 0
[13 10 11 9 8 5 4]             support: 0
[13 10 3 9 8 5 4]              support: 0
[13 10 11 3 9 8 5 4]           support: 0
[13 10 2 9 8 5 4]              support: 0
[13 10 11 2 9 8 5 4]           support: 0
[13 10 3 2 9 8 5 4]            support: 0
[13 10 11 3 2 9 8 5 4]         support: 0
[13 10 7 5 4]                  support: 0
[13 10 11 7 5 4]               support: 0
[13 10 3 7 5 4]                support: 0
[13 10 11 3 7 5 4]             support: 0
[13 10 2 7 5 4]                support: 0
[13 10 11 2 7 5 4]             support: 0
[13 10 3 2 7 5 4]              support: 0
[13 10 11 3 2 7 5 4]           support: 0
[13 10 9 7 5 4]                support: 0
[13 10 11 9 7 5 4]             support: 0
[13 10 3 9 7 5 4]              support: 0
[13 10 11 3 9 7 5 4]           support: 0
[13 10 2 9 7 5 4]              support: 0
[13 10 11 2 9 7 5 4]           support: 0
[13 10 3 2 9 7 5 4]            support: 0
[13 10 11 3 2 9 7 5 4]         support: 0
[13 10 8 7 5 4]                support: 0
[13 10 11 8 7 5 4]             support: 0
[13 10 3 8 7 5 4]              support: 0
[13 10 11 3 8 7 5 4]           support: 0
[13 10 2 8 7 5 4]              support: 0
[13 10 11 2 8 7 5 4]           support: 0
[13 10 3 2 8 7 5 4]            support: 0
[13 10 11 3 2 8 7 5 4]         support: 0
[13 10 9 8 7 5 4]              support: 0
[13 10 11 9 8 7 5 4]           support: 0
[13 10 3 9 8 7 5 4]            support: 0
[13 10 11 3 9 8 7 5 4]         support: 0
[13 10 2 9 8 7 5 4]            support: 0
[13 10 11 2 9 8 7 5 4]         support: 0
[13 10 3 2 9 8 7 5 4]          support: 0
[13 10 11 3 2 9 8 7 5 4]       support: 0
[13 10 6 4]                    support: 0
[13 10 11 6 4]                 support: 0
[13 10 3 6 4]                  support: 0
[13 10 11 3 6 4]               support: 0
[13 10 2 6 4]                  support: 0
[13 10 11 2 6 4]               support: 0
[13 10 3 2 6 4]                support: 0
[13 10 11 3 2 6 4]             support: 0
[13 10 9 6 4]                  support: 0
[13 10 11 9 6 4]               support: 0
[13 10 3 9 6 4]                support: 0
[13 10 11 3 9 6 4]             support: 0
[13 10 2 9 6 4]                support: 0
[13 10 11 2 9 6 4]             support: 0
[13 10 3 2 9 6 4]              support: 0
[13 10 11 3 2 9 6 4]           support: 0
[13 10 8 6 4]                  support: 0
[13 10 11 8 6 4]               support: 0
[13 10 3 8 6 4]                support: 0
[13 10 11 3 8 6 4]             support: 0
[13 10 2 8 6 4]                support: 0
[13 10 11 2 8 6 4]             support: 0
[13 10 3 2 8 6 4]              support: 0
[13 10 11 3 2 8 6 4]           support: 0
[13 10 9 8 6 4]                support: 0
[13 10 11 9 8 6 4]             support: 0
[13 10 3 9 8 6 4]              support: 0
[13 10 11 3 9 8 6 4]           support: 0
[13 10 2 9 8 6 4]              support: 0
[13 10 11 2 9 8 6 4]           support: 0
[13 10 3 2 9 8 6 4]            support: 0
[13 10 11 3 2 9 8 6 4]         support: 0
[13 10 7 6 4]                  support: 0
[13 10 11 7 6 4]               support: 0
[13 10 3 7 6 4]                support: 0
[13 10 11 3 7 6 4]             support: 0
[13 10 2 7 6 4]                support: 0
[13 10 11 2 7 6 4]             support: 0
[13 10 3 2 7 6 4]              support: 0
[13 10 11 3 2 7 6 4]           support: 0
[13 10 9 7 6 4]                support: 0
[13 10 11 9 7 6 4]             support: 0
[13 10 3 9 7 6 4]              support: 0
[13 10 11 3 9 7 6 4]           support: 0
[13 10 2 9 7 6 4]              support: 0
[13 10 11 2 9 7 6 4]           support: 0
[13 10 3 2 9 7 6 4]            support: 0
[13 10 11 3 2 9 7 6 4]         support: 0
[13 10 8 7 6 4]                support: 0
[13 10 11 8 7 6 4]             support: 0
[13 10 3 8 7 6 4]              support: 0
[13 10 11 3 8 7 6 4]           support: 0
[13 10 2 8 7 6 4]              support: 0
[13 10 11 2 8 7 6 4]           support: 0
[13 10 3 2 8 7 6 4]            support: 0
[13 10 11 3 2 8 7 6 4]         support: 0
[13 10 9 8 7 6 4]              support: 0
[13 10 11 9 8 7 6 4]           support: 0
[13 10 3 9 8 7 6 4]            support: 0
[13 10 11 3 9 8 7 6 4]         support: 0
[13 10 2 9 8 7 6 4]            support: 0
[13 10 11 2 9 8 7 6 4]         support: 0
[13 10 3 2 9 8 7 6 4]          support: 0
[13 10 11 3 2 9 8 7 6 4]       support: 0
[13 10 5 6 4]                  support: 0
[13 10 11 5 6 4]               support: 0
[13 10 3 5 6 4]                support: 0
[13 10 11 3 5 6 4]             support: 0
[13 10 2 5 6 4]                support: 0
[13 10 11 2 5 6 4]             support: 0
[13 10 3 2 5 6 4]              support: 0
[13 10 11 3 2 5 6 4]           support: 0
[13 10 9 5 6 4]                support: 0
[13 10 11 9 5 6 4]             support: 0
[13 10 3 9 5 6 4]              support: 0
[13 10 11 3 9 5 6 4]           support: 0
[13 10 2 9 5 6 4]              support: 0
[13 10 11 2 9 5 6 4]           support: 0
[13 10 3 2 9 5 6 4]            support: 0
[13 10 11 3 2 9 5 6 4]         support: 0
[13 10 8 5 6 4]                support: 0
[13 10 11 8 5 6 4]             support: 0
[13 10 3 8 5 6 4]              support: 0
[13 10 11 3 8 5 6 4]           support: 0
[13 10 2 8 5 6 4]              support: 0
[13 10 11 2 8 5 6 4]           support: 0
[13 10 3 2 8 5 6 4]            support: 0
[13 10 11 3 2 8 5 6 4]         support: 0
[13 10 9 8 5 6 4]              support: 0
[13 10 11 9 8 5 6 4]           support: 0
[13 10 3 9 8 5 6 4]            support: 0
[13 10 11 3 9 8 5 6 4]         support: 0
[13 10 2 9 8 5 6 4]            support: 0
[13 10 11 2 9 8 5 6 4]         support: 0
[13 10 3 2 9 8 5 6 4]          support: 0
[13 10 11 3 2 9 8 5 6 4]       support: 0
[13 10 7 5 6 4]                support: 0
[13 10 11 7 5 6 4]             support: 0
[13 10 3 7 5 6 4]              support: 0
[13 10 11 3 7 5 6 4]           support: 0
[13 10 2 7 5 6 4]              support: 0
[13 10 11 2 7 5 6 4]           support: 0
[13 10 3 2 7 5 6 4]            support: 0
[13 10 11 3 2 7 5 6 4]         support: 0
[13 10 9 7 5 6 4]              support: 0
[13 10 11 9 7 5 6 4]           support: 0
[13 10 3 9 7 5 6 4]            support: 0
[13 10 11 3 9 7 5 6 4]         support: 0
[13 10 2 9 7 5 6 4]            support: 0
[13 10 11 2 9 7 5 6 4]         support: 0
[13 10 3 2 9 7 5 6 4]          support: 0
[13 10 11 3 2 9 7 5 6 4]       support: 0
[13 10 8 7 5 6 4]              support: 0
[13 10 11 8 7 5 6 4]           support: 0
[13 10 3 8 7 5 6 4]            support: 0
[13 10 11 3 8 7 5 6 4]         support: 0
[13 10 2 8 7 5 6 4]            support: 0
[13 10 11 2 8 7 5 6 4]         support: 0
[13 10 3 2 8 7 5 6 4]          support: 0
[13 10 11 3 2 8 7 5 6 4]       support: 0
[13 10 9 8 7 5 6 4]            support: 0
[13 10 11 9 8 7 5 6 4]         support: 0
[13 10 3 9 8 7 5 6 4]          support: 0
[13 10 11 3 9 8 7 5 6 4]       support: 0
[13 10 2 9 8 7 5 6 4]          support: 0
[13 10 11 2 9 8 7 5 6 4]       support: 0
[13 10 3 2 9 8 7 5 6 4]        support: 0
[13 10 11 3 2 9 8 7 5 6 4]     support: 0
[13 10 1]                      support: 0
[13 10 11 1]                   support: 0
[13 10 3 1]                    support: 0
[13 10 11 3 1]                 support: 0
[13 10 2 1]                    support: 0
[13 10 11 2 1]                 support: 0
[13 10 3 2 1]                  support: 0
[13 10 11 3 2 1]               support: 0
[13 10 9 1]                    support: 0
[13 10 11 9 1]                 support: 0
[13 10 3 9 1]                  support: 0
[13 10 11 3 9 1]               support: 0
[13 10 2 9 1]                  support: 0
[13 10 11 2 9 1]               support: 0
[13 10 3 2 9 1]                support: 0
[13 10 11 3 2 9 1]             support: 0
